From,To,Type,Label,Id
section-008-3-1-main-components,component-3-1-main-components-ensures-per-issue-workspace-directories-exist,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-ensures-per-issue-workspace-directories-exist:elaborates
section-008-3-1-main-components,component-3-1-main-components-runs-workspace-lifecycle-hooks,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-runs-workspace-lifecycle-hooks:elaborates
section-008-3-1-main-components,component-3-1-main-components-cleans-workspaces-for-terminal-issues,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-cleans-workspaces-for-terminal-issues:elaborates
section-008-3-1-main-components,component-3-1-main-components-creates-workspace,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-creates-workspace:elaborates
section-008-3-1-main-components,component-3-1-main-components-builds-prompt-from-issue-workflow-template,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-builds-prompt-from-issue-workflow-template:elaborates
section-008-3-1-main-components,component-3-1-main-components-launches-the-coding-agent-app-server-client,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-launches-the-coding-agent-app-server-client:elaborates
section-008-3-1-main-components,component-3-1-main-components-streams-agent-updates-back-to-the-orchestrator,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-streams-agent-updates-back-to-the-orchestrator:elaborates
section-008-3-1-main-components,component-3-1-main-components-status-surface-optional,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-status-surface-optional:elaborates
section-008-3-1-main-components,component-3-1-main-components-presents-human-readable-runtime-status-for-example-terminal-output-dashboard-or-,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-presents-human-readable-runtime-status-for-example-terminal-output-dashboard-or-:elaborates
section-008-3-1-main-components,component-3-1-main-components-emits-structured-runtime-logs-to-one-or-more-configured-sinks,elaborates,elaborates,section-008-3-1-main-components->component-3-1-main-components-emits-structured-runtime-logs-to-one-or-more-configured-sinks:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-workflow-md-prompt-body,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-workflow-md-prompt-body:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-team-specific-rules-for-ticket-handling-validation-and-handoff,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-team-specific-rules-for-ticket-handling-validation-and-handoff:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-parses-front-matter-into-typed-runtime-settings,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-parses-front-matter-into-typed-runtime-settings:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-handles-defaults-environment-tokens-and-path-normalization,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-handles-defaults-environment-tokens-and-path-normalization:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-polling-loop-issue-eligibility-concurrency-retries-reconciliation,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-polling-loop-issue-eligibility-concurrency-retries-reconciliation:elaborates
section-009-3-2-abstraction-levels,dependency-3-2-abstraction-levels-filesystem-lifecycle-workspace-preparation-coding-agent-protocol,elaborates,elaborates,section-009-3-2-abstraction-levels->dependency-3-2-abstraction-levels-filesystem-lifecycle-workspace-preparation-coding-agent-protocol:elaborates
section-009-3-2-abstraction-levels,dependency-3-2-abstraction-levels-api-calls-and-normalization-for-tracker-data,elaborates,elaborates,section-009-3-2-abstraction-levels->dependency-3-2-abstraction-levels-api-calls-and-normalization-for-tracker-data:elaborates
section-009-3-2-abstraction-levels,requirement-3-2-abstraction-levels-observability-layer-logs-optional-status-surface,elaborates,elaborates,section-009-3-2-abstraction-levels->requirement-3-2-abstraction-levels-observability-layer-logs-optional-status-surface:elaborates
section-009-3-2-abstraction-levels,claim-3-2-abstraction-levels-operator-visibility-into-orchestrator-and-agent-behavior,elaborates,elaborates,section-009-3-2-abstraction-levels->claim-3-2-abstraction-levels-operator-visibility-into-orchestrator-and-agent-behavior:elaborates
section-010-3-3-external-dependencies,dependency-3-3-external-dependencies-issue-tracker-api-linear-for-tracker-kind-linear-in-this-specification-version,elaborates,elaborates,section-010-3-3-external-dependencies->dependency-3-3-external-dependencies-issue-tracker-api-linear-for-tracker-kind-linear-in-this-specification-version:elaborates
section-010-3-3-external-dependencies,dependency-3-3-external-dependencies-local-filesystem-for-workspaces-and-logs,elaborates,elaborates,section-010-3-3-external-dependencies->dependency-3-3-external-dependencies-local-filesystem-for-workspaces-and-logs:elaborates
section-010-3-3-external-dependencies,dependency-3-3-external-dependencies-optional-workspace-population-tooling-for-example-git-cli-if-used,elaborates,elaborates,section-010-3-3-external-dependencies->dependency-3-3-external-dependencies-optional-workspace-population-tooling-for-example-git-cli-if-used:elaborates
section-010-3-3-external-dependencies,dependency-3-3-external-dependencies-coding-agent-executable-that-supports-the-targeted-codex-app-server-mode,elaborates,elaborates,section-010-3-3-external-dependencies->dependency-3-3-external-dependencies-coding-agent-executable-that-supports-the-targeted-codex-app-server-mode:elaborates
section-010-3-3-external-dependencies,dependency-3-3-external-dependencies-host-environment-authentication-for-the-issue-tracker-and-coding-agent,elaborates,elaborates,section-010-3-3-external-dependencies->dependency-3-3-external-dependencies-host-environment-authentication-for-the-issue-tracker-and-coding-agent:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-id-string,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-id-string:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-stable-tracker-internal-id,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-stable-tracker-internal-id:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-identifier-string,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-identifier-string:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-human-readable-ticket-key-example-abc-123,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-human-readable-ticket-key-example-abc-123:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-title-string,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-title-string:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-description-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-description-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-priority-integer-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-priority-integer-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-lower-numbers-are-higher-priority-in-dispatch-sorting,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-lower-numbers-are-higher-priority-in-dispatch-sorting:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-state-string,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-state-string:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-current-tracker-state-name,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-current-tracker-state-name:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-branchname-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-branchname-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-tracker-provided-branch-metadata-if-available,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-tracker-provided-branch-metadata-if-available:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-url-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-url-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-labels-list-of-strings,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-labels-list-of-strings:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-normalized-to-lowercase,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-normalized-to-lowercase:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-blockedby-list-of-blocker-refs,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-blockedby-list-of-blocker-refs:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-each-blocker-ref-contains,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-each-blocker-ref-contains:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-id-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-id-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-identifier-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-identifier-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-state-string-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-state-string-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-createdat-timestamp-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-createdat-timestamp-or-null:elaborates
section-013-4-1-1-issue,claim-4-1-1-issue-updatedat-timestamp-or-null,elaborates,elaborates,section-013-4-1-1-issue->claim-4-1-1-issue-updatedat-timestamp-or-null:elaborates
